time,open,high,low,close,tick_volume,spread,real_volume
2025-10-23 11:35:00,4112.71,4116.74,4109.41,4113.15,1690,37,0
2025-10-23 11:40:00,4113.1,4116.64,4112.14,4113.98,1319,37,0
2025-10-23 11:45:00,4113.97,4117.54,4112.63,4114.96,1282,37,0
2025-10-23 11:50:00,4114.93,4117.13,4114.16,4115.11,1263,37,0
2025-10-23 11:55:00,4115.12,4115.4,4107.55,4109.54,1528,37,0
2025-10-23 12:00:00,4109.47,4116.0,4108.99,4113.36,1726,37,0
2025-10-23 12:05:00,4113.44,4114.17,4109.5,4112.18,1195,37,0
2025-10-23 12:10:00,4112.18,4112.82,4103.66,4104.79,1520,37,0
2025-10-23 12:15:00,4105.07,4109.83,4104.16,4105.25,1696,37,0
2025-10-23 12:20:00,4104.98,4106.81,4100.01,4101.26,2063,37,0
2025-10-23 12:25:00,4101.26,4109.9,4100.94,4109.18,1545,37,0
2025-10-23 12:30:00,4109.18,4120.88,4108.8,4118.55,2170,37,0
2025-10-23 12:35:00,4118.38,4124.64,4117.96,4124.63,1981,37,0
2025-10-23 12:40:00,4124.66,4127.54,4118.6,4118.88,1817,37,0
2025-10-23 12:45:00,4118.85,4124.54,4118.85,4123.57,1475,37,0
2025-10-23 12:50:00,4123.64,4129.11,4123.0,4127.71,1743,37,0
2025-10-23 12:55:00,4127.72,4128.54,4123.7,4127.14,1616,37,0
2025-10-23 13:00:00,4126.9,4131.2,4125.67,4129.15,2761,37,0
2025-10-23 13:05:00,4129.11,4135.26,4128.13,4132.95,2923,37,0
2025-10-23 13:10:00,4132.95,4136.44,4132.71,4135.08,2361,37,0
2025-10-23 13:15:00,4135.08,4141.05,4131.01,4139.96,2743,37,0
2025-10-23 13:20:00,4139.94,4146.96,4139.8,4146.6,2824,37,0
2025-10-23 13:25:00,4146.6,4149.81,4144.87,4147.18,2172,37,0
2025-10-23 13:30:00,4147.11,4147.34,4132.16,4139.86,3423,37,0
2025-10-23 13:35:00,4139.87,4144.88,4135.36,4141.1,3152,37,0
2025-10-23 13:40:00,4141.06,4149.66,4139.12,4149.66,3145,37,0
2025-10-23 13:45:00,4149.63,4150.76,4139.25,4139.52,3022,37,0
2025-10-23 13:50:00,4139.57,4149.82,4137.68,4148.74,2915,37,0
2025-10-23 13:55:00,4148.74,4149.56,4141.04,4144.71,2522,37,0
2025-10-23 14:00:00,4144.71,4149.68,4140.33,4146.2,2446,37,0
2025-10-23 14:05:00,4146.22,4154.54,4146.22,4153.0,2692,37,0
2025-10-23 14:10:00,4153.0,4153.0,4141.8,4142.08,2062,37,0
2025-10-23 14:15:00,4142.17,4142.96,4135.94,4138.76,2912,37,0
2025-10-23 14:20:00,4138.71,4146.92,4136.71,4145.96,2402,37,0
2025-10-23 14:25:00,4146.25,4147.43,4141.86,4147.19,1980,37,0
2025-10-23 14:30:00,4147.18,4147.52,4142.69,4145.63,1823,37,0
2025-10-23 14:35:00,4145.63,4147.44,4142.41,4142.63,1669,37,0
2025-10-23 14:40:00,4142.63,4146.52,4140.29,4144.07,2149,37,0
2025-10-23 14:45:00,4144.07,4151.43,4139.97,4148.1,2389,37,0
2025-10-23 14:50:00,4148.1,4151.7,4145.84,4146.88,2187,37,0
2025-10-23 14:55:00,4146.88,4148.17,4141.61,4148.13,2015,37,0
2025-10-23 15:00:00,4148.24,4151.56,4147.78,4149.87,2114,37,0
2025-10-23 15:05:00,4149.88,4150.27,4144.67,4148.0,1810,37,0
2025-10-23 15:10:00,4148.02,4150.06,4142.12,4144.3,1893,37,0
2025-10-23 15:15:00,4144.28,4147.94,4142.94,4145.02,1709,37,0
2025-10-23 15:20:00,4145.03,4145.2,4137.43,4140.5,2112,37,0
2025-10-23 15:25:00,4140.5,4147.08,4139.94,4144.71,1813,37,0
2025-10-23 15:30:00,4144.92,4146.63,4142.55,4142.63,1655,37,0
2025-10-23 15:35:00,4142.69,4143.28,4138.79,4141.46,2129,37,0
2025-10-23 15:40:00,4141.45,4143.31,4140.36,4142.85,1464,37,0
2025-10-23 15:45:00,4142.86,4142.86,4137.04,4137.72,1854,37,0
2025-10-23 15:50:00,4137.66,4143.0,4137.41,4142.25,1647,37,0
2025-10-23 15:55:00,4142.26,4145.07,4140.99,4141.73,2118,37,0
2025-10-23 16:00:00,4141.74,4148.46,4141.33,4146.91,1856,37,0
2025-10-23 16:05:00,4146.88,4147.42,4142.45,4144.42,1331,37,0
2025-10-23 16:10:00,4144.59,4146.04,4143.22,4143.69,1121,37,0
2025-10-23 16:15:00,4143.7,4143.87,4136.64,4137.05,1641,37,0
2025-10-23 16:20:00,4137.01,4140.44,4132.67,4140.0,2268,37,0
2025-10-23 16:25:00,4140.0,4141.43,4138.64,4140.43,1411,37,0
2025-10-23 16:30:00,4140.41,4143.51,4139.68,4143.05,1403,37,0
